domain,condition,conversation_id,step_index,delta,direction,directional_gain
photoshop,oscillatory,photoshop_oscillatory_034,4,1.307242153073081,1.0,1.307242153073081
photoshop,oscillatory,photoshop_oscillatory_034,5,-0.9048189781591836,-1.0,0.9048189781591836
photoshop,oscillatory,photoshop_oscillatory_034,6,1.4566800954003272,1.0,1.4566800954003272
photoshop,oscillatory,photoshop_oscillatory_035,1,-4.915941522358925,-1.0,4.915941522358925
photoshop,oscillatory,photoshop_oscillatory_035,2,0.21820994492654922,1.0,0.21820994492654922
photoshop,oscillatory,photoshop_oscillatory_035,3,-0.11996731868120658,-1.0,0.11996731868120658
photoshop,oscillatory,photoshop_oscillatory_035,4,-0.22259456808082478,1.0,-0.22259456808082478
photoshop,oscillatory,photoshop_oscillatory_035,5,0.4717181642277992,-1.0,-0.4717181642277992
photoshop,oscillatory,photoshop_oscillatory_035,6,0.5761567790913558,1.0,0.5761567790913558
photoshop,oscillatory,photoshop_oscillatory_036,1,-1.3622175613968377,-1.0,1.3622175613968377
photoshop,oscillatory,photoshop_oscillatory_036,2,1.5698595965730062,1.0,1.5698595965730062
photoshop,oscillatory,photoshop_oscillatory_036,3,-0.068305100459785,-1.0,0.068305100459785
photoshop,oscillatory,photoshop_oscillatory_036,4,-0.16078606906000203,1.0,-0.16078606906000203
photoshop,oscillatory,photoshop_oscillatory_036,5,-0.15282519975821796,-1.0,0.15282519975821796
photoshop,oscillatory,photoshop_oscillatory_036,6,0.5978325827914288,1.0,0.5978325827914288
photoshop,oscillatory,photoshop_oscillatory_037,1,-0.8006890540882842,-1.0,0.8006890540882842
photoshop,oscillatory,photoshop_oscillatory_037,2,2.055346275736902,1.0,2.055346275736902
photoshop,oscillatory,photoshop_oscillatory_037,3,-1.7487607375369474,-1.0,1.7487607375369474
photoshop,oscillatory,photoshop_oscillatory_037,4,0.25109608935002153,1.0,0.25109608935002153
photoshop,oscillatory,photoshop_oscillatory_037,5,-0.25109608935002153,-1.0,0.25109608935002153
photoshop,oscillatory,photoshop_oscillatory_037,6,0.22315391813363122,1.0,0.22315391813363122
photoshop,oscillatory,photoshop_oscillatory_038,1,0.7705228884970601,-1.0,-0.7705228884970601
photoshop,oscillatory,photoshop_oscillatory_038,2,0.4329456852770155,1.0,0.4329456852770155
photoshop,oscillatory,photoshop_oscillatory_038,3,-1.1601975594536158,-1.0,1.1601975594536158
photoshop,oscillatory,photoshop_oscillatory_038,4,-0.5192259096064107,1.0,-0.5192259096064107
photoshop,oscillatory,photoshop_oscillatory_038,5,0.6658034539075564,-1.0,-0.6658034539075564
photoshop,oscillatory,photoshop_oscillatory_038,6,0.535149858668488,1.0,0.535149858668488
photoshop,oscillatory,photoshop_oscillatory_039,1,-0.28053335803168555,-1.0,0.28053335803168555
photoshop,oscillatory,photoshop_oscillatory_039,2,-0.10998521421307395,1.0,-0.10998521421307395
photoshop,oscillatory,photoshop_oscillatory_039,3,-0.09659050560087512,-1.0,0.09659050560087512
photoshop,oscillatory,photoshop_oscillatory_039,4,1.0765488508237249,1.0,1.0765488508237249
photoshop,oscillatory,photoshop_oscillatory_039,5,-1.920457674463658,-1.0,1.920457674463658
photoshop,oscillatory,photoshop_oscillatory_039,6,0.6837795115394552,1.0,0.6837795115394552
python,anchored,python_anchored_000,1,3.607678721836574,-1.0,-3.607678721836574
python,anchored,python_anchored_000,2,0.5645092877906261,1.0,0.5645092877906261
python,anchored,python_anchored_000,3,0.2646510101925612,-1.0,-0.2646510101925612
python,anchored,python_anchored_000,4,-0.01608105623120193,1.0,-0.01608105623120193
python,anchored,python_anchored_000,5,-0.19804947082263302,-1.0,0.19804947082263302
python,anchored,python_anchored_000,6,0.2562417955437606,1.0,0.2562417955437606
python,anchored,python_anchored_001,1,0.7817396141511266,-1.0,-0.7817396141511266
python,anchored,python_anchored_001,2,-0.1415529489383891,1.0,-0.1415529489383891
python,anchored,python_anchored_001,3,-0.1266983395521284,-1.0,0.1266983395521284
python,anchored,python_anchored_001,4,0.20765261108268296,1.0,0.20765261108268296
python,anchored,python_anchored_001,5,0.37243857245097867,-1.0,-0.37243857245097867
python,anchored,python_anchored_001,6,0.09879869786857987,1.0,0.09879869786857987
python,anchored,python_anchored_002,1,-2.023677574515572,-1.0,2.023677574515572
python,anchored,python_anchored_002,2,0.10564609763679655,1.0,0.10564609763679655
python,anchored,python_anchored_002,3,0.12814202507058092,-1.0,-0.12814202507058092
python,anchored,python_anchored_002,4,-0.071601549714434,1.0,-0.071601549714434
python,anchored,python_anchored_002,5,0.042778099724068985,-1.0,-0.042778099724068985
python,anchored,python_anchored_002,6,0.10737115335881109,1.0,0.10737115335881109
python,anchored,python_anchored_003,1,-2.757604223182124,-1.0,2.757604223182124
python,anchored,python_anchored_003,2,-0.14059901574079925,1.0,-0.14059901574079925
python,anchored,python_anchored_003,3,0.10086365334920089,-1.0,-0.10086365334920089
python,anchored,python_anchored_003,4,-0.15073669809942025,1.0,-0.15073669809942025
python,anchored,python_anchored_003,5,0.2761774260570422,-1.0,-0.2761774260570422
python,anchored,python_anchored_003,6,-0.11620137075859471,1.0,-0.11620137075859471
python,anchored,python_anchored_004,1,0.7259357332067302,-1.0,-0.7259357332067302
python,anchored,python_anchored_004,2,0.21830429216689096,1.0,0.21830429216689096
python,anchored,python_anchored_004,3,-0.27787591847846693,-1.0,0.27787591847846693
python,anchored,python_anchored_004,4,-0.028381421814223096,1.0,-0.028381421814223096
python,anchored,python_anchored_004,5,0.42580029065796987,-1.0,-0.42580029065796987
python,anchored,python_anchored_004,6,-0.17736857439948395,1.0,-0.17736857439948395
python,anchored,python_anchored_005,1,-1.7501880639493321,-1.0,1.7501880639493321
python,anchored,python_anchored_005,2,0.3894153517457586,1.0,0.3894153517457586
python,anchored,python_anchored_005,3,0.26587904988171784,-1.0,-0.26587904988171784
python,anchored,python_anchored_005,4,-0.1220354382697062,1.0,-0.1220354382697062
python,anchored,python_anchored_005,5,0.10724567769948767,-1.0,-0.10724567769948767
python,anchored,python_anchored_005,6,-0.06253261438571078,1.0,-0.06253261438571078
python,anchored,python_anchored_006,1,0.10085400229385355,-1.0,-0.10085400229385355
python,anchored,python_anchored_006,2,0.4080634216968879,1.0,0.4080634216968879
python,anchored,python_anchored_006,3,0.2351550867911727,-1.0,-0.2351550867911727
python,anchored,python_anchored_006,4,0.9365591363548931,1.0,0.9365591363548931
python,anchored,python_anchored_006,5,-0.060033025729307354,-1.0,0.060033025729307354
python,anchored,python_anchored_006,6,0.3997776596891365,1.0,0.3997776596891365
python,anchored,python_anchored_007,1,-1.4033865401324,-1.0,1.4033865401324
python,anchored,python_anchored_007,2,0.8090567197440705,1.0,0.8090567197440705
python,anchored,python_anchored_007,3,0.08112810571158491,-1.0,-0.08112810571158491
python,anchored,python_anchored_007,4,-0.30312489299756695,1.0,-0.30312489299756695
python,anchored,python_anchored_007,5,0.3085429455105948,-1.0,-0.3085429455105948
python,anchored,python_anchored_007,6,0.06394420151519431,1.0,0.06394420151519431
python,anchored,python_anchored_008,1,-2.07741750209859,-1.0,2.07741750209859
python,anchored,python_anchored_008,2,0.14684824331349167,1.0,0.14684824331349167
python,anchored,python_anchored_008,3,0.22112291370145165,-1.0,-0.22112291370145165
python,anchored,python_anchored_008,4,-0.33495696288559307,1.0,-0.33495696288559307
python,anchored,python_anchored_008,5,-0.07922871215591987,-1.0,0.07922871215591987
python,anchored,python_anchored_008,6,0.3861480348848596,1.0,0.3861480348848596
python,anchored,python_anchored_009,1,-2.943374824970042,-1.0,2.943374824970042
python,anchored,python_anchored_009,2,0.9990880810854299,1.0,0.9990880810854299
python,anchored,python_anchored_009,3,0.082553735865882,-1.0,-0.082553735865882
python,anchored,python_anchored_009,4,-0.12454592495614725,1.0,-0.12454592495614725
python,anchored,python_anchored_009,5,0.01888948971574711,-1.0,-0.01888948971574711
python,anchored,python_anchored_009,6,-0.03920218626410632,1.0,-0.03920218626410632
python,anchored,python_anchored_010,1,-0.18250031429463576,-1.0,0.18250031429463576
python,anchored,python_anchored_010,2,-0.11601847301795631,1.0,-0.11601847301795631
python,anchored,python_anchored_010,3,0.42706265069617455,-1.0,-0.42706265069617455
python,anchored,python_anchored_010,4,-0.06152001675734553,1.0,-0.06152001675734553
python,anchored,python_anchored_010,5,0.14067452161387628,-1.0,-0.14067452161387628
python,anchored,python_anchored_010,6,-0.01495858648754611,1.0,-0.01495858648754611
python,anchored,python_anchored_011,1,1.0448463650891764,-1.0,-1.0448463650891764
python,anchored,python_anchored_011,2,-1.3381826571626076,1.0,-1.3381826571626076
python,anchored,python_anchored_011,3,2.6584690165097387,-1.0,-2.6584690165097387
python,anchored,python_anchored_011,4,-0.12594946592948997,1.0,-0.12594946592948997
python,anchored,python_anchored_011,5,0.21110569711238636,-1.0,-0.21110569711238636
python,anchored,python_anchored_011,6,0.1430161457483825,1.0,0.1430161457483825
python,anchored,python_anchored_012,1,0.2669712881037999,-1.0,-0.2669712881037999
python,anchored,python_anchored_012,2,0.007780762253947859,1.0,0.007780762253947859
python,anchored,python_anchored_012,3,-0.5602720310801639,-1.0,0.5602720310801639
python,anchored,python_anchored_012,4,-0.33985308184004714,1.0,-0.33985308184004714
python,anchored,python_anchored_012,5,0.41391566743488184,-1.0,-0.41391566743488184
python,anchored,python_anchored_012,6,-0.15451481224386954,1.0,-0.15451481224386954
python,anchored,python_anchored_013,1,-1.539940284827372,-1.0,1.539940284827372
python,anchored,python_anchored_013,2,-1.5979834145467806,1.0,-1.5979834145467806
python,anchored,python_anchored_013,3,1.709933399879147,-1.0,-1.709933399879147
python,anchored,python_anchored_013,4,-0.16174521556333987,1.0,-0.16174521556333987
python,anchored,python_anchored_013,5,0.08515618751004794,-1.0,-0.08515618751004794
python,anchored,python_anchored_013,6,0.18167598753645708,1.0,0.18167598753645708
python,anchored,python_anchored_014,1,-2.534315676034959,-1.0,2.534315676034959
python,anchored,python_anchored_014,2,-0.6993076144097162,1.0,-0.6993076144097162
python,anchored,python_anchored_014,3,-0.033444521545789696,-1.0,0.033444521545789696
python,anchored,python_anchored_014,4,2.4509282146713804,1.0,2.4509282146713804
python,anchored,python_anchored_014,5,0.08207704848678476,-1.0,-0.08207704848678476
python,anchored,python_anchored_014,6,0.5159402626928156,1.0,0.5159402626928156
python,anchored,python_anchored_015,1,-2.0559266242995045,-1.0,2.0559266242995045
python,anchored,python_anchored_015,2,-0.19854606878423553,1.0,-0.19854606878423553
python,anchored,python_anchored_015,3,0.377718015539072,-1.0,-0.377718015539072
python,anchored,python_anchored_015,4,-0.30928266622352485,1.0,-0.30928266622352485
python,anchored,python_anchored_015,5,0.13134424080246854,-1.0,-0.13134424080246854
python,anchored,python_anchored_015,6,0.2446894995045068,1.0,0.2446894995045068
python,anchored,python_anchored_016,1,-2.195357558882813,-1.0,2.195357558882813
python,anchored,python_anchored_016,2,-1.0151968608113537,1.0,-1.0151968608113537
python,anchored,python_anchored_016,3,0.2468915474899891,-1.0,-0.2468915474899891
python,anchored,python_anchored_016,4,-0.14692130211526466,1.0,-0.14692130211526466
python,anchored,python_anchored_016,5,0.07879845679217867,-1.0,-0.07879845679217867
python,anchored,python_anchored_016,6,-0.3422305765177991,1.0,-0.3422305765177991
python,anchored,python_anchored_017,1,0.2439680445909383,-1.0,-0.2439680445909383
python,anchored,python_anchored_017,2,-0.7641237572277275,1.0,-0.7641237572277275
python,anchored,python_anchored_017,3,0.07527883601305896,-1.0,-0.07527883601305896
python,anchored,python_anchored_017,4,-0.1568437877900033,1.0,-0.1568437877900033
python,anchored,python_anchored_017,5,0.27948277462024884,-1.0,-0.27948277462024884
python,anchored,python_anchored_017,6,-0.03367949820444416,1.0,-0.03367949820444416
python,anchored,python_anchored_018,1,-5.251890947618627,-1.0,5.251890947618627
python,anchored,python_anchored_018,2,-0.08848872994613632,1.0,-0.08848872994613632
python,anchored,python_anchored_018,3,0.13844844112215604,-1.0,-0.13844844112215604
python,anchored,python_anchored_018,4,-0.034154353033233775,1.0,-0.034154353033233775
python,anchored,python_anchored_018,5,0.3055938783043195,-1.0,-0.3055938783043195
python,anchored,python_anchored_018,6,-0.15145867152380754,1.0,-0.15145867152380754
python,anchored,python_anchored_019,1,-1.0599738429217829,-1.0,1.0599738429217829
python,anchored,python_anchored_019,2,-0.2111353962202268,1.0,-0.2111353962202268
python,anchored,python_anchored_019,3,-0.06004866391648267,-1.0,0.06004866391648267
python,anchored,python_anchored_019,4,-0.28872648293697606,1.0,-0.28872648293697606
python,anchored,python_anchored_019,5,0.18518485621892394,-1.0,-0.18518485621892394
python,anchored,python_anchored_019,6,0.21379493537636884,1.0,0.21379493537636884
python,anchored,python_anchored_020,1,-0.9130689969103648,-1.0,0.9130689969103648
python,anchored,python_anchored_020,2,-0.31092103219739176,1.0,-0.31092103219739176
python,anchored,python_anchored_020,3,0.5258641496254259,-1.0,-0.5258641496254259
python,anchored,python_anchored_020,4,0.6897515885879069,1.0,0.6897515885879069
python,anchored,python_anchored_020,5,0.3987354432129817,-1.0,-0.3987354432129817
python,anchored,python_anchored_020,6,0.09158888004781796,1.0,0.09158888004781796
python,anchored,python_anchored_021,1,-2.041762356947398,-1.0,2.041762356947398
python,anchored,python_anchored_021,2,0.532448169041313,1.0,0.532448169041313
python,anchored,python_anchored_021,3,1.357523668243493,-1.0,-1.357523668243493
python,anchored,python_anchored_021,4,0.04956257865388214,1.0,0.04956257865388214
python,anchored,python_anchored_021,5,0.11198552254265359,-1.0,-0.11198552254265359
python,anchored,python_anchored_021,6,0.5265056746565762,1.0,0.5265056746565762
python,anchored,python_anchored_022,1,-0.6463201646957595,-1.0,0.6463201646957595
python,anchored,python_anchored_022,2,-0.1389197651502201,1.0,-0.1389197651502201
python,anchored,python_anchored_022,3,0.11157728524366206,-1.0,-0.11157728524366206
python,anchored,python_anchored_022,4,-0.19136943607152412,1.0,-0.19136943607152412
python,anchored,python_anchored_022,5,0.30572354201225505,-1.0,-0.30572354201225505
python,anchored,python_anchored_022,6,-0.013917302662119102,1.0,-0.013917302662119102
python,anchored,python_anchored_023,1,-1.2874018325852874,-1.0,1.2874018325852874
python,anchored,python_anchored_023,2,-0.6355962486779164,1.0,-0.6355962486779164
python,anchored,python_anchored_023,3,0.6962359683689889,-1.0,-0.6962359683689889
python,anchored,python_anchored_023,4,-0.12981677211379306,1.0,-0.12981677211379306
python,anchored,python_anchored_023,5,0.2121866215373429,-1.0,-0.2121866215373429
python,anchored,python_anchored_023,6,-0.18694870055787505,1.0,-0.18694870055787505
python,anchored,python_anchored_024,1,-1.2538707919595975,-1.0,1.2538707919595975
python,anchored,python_anchored_024,2,0.02811240305517604,1.0,0.02811240305517604
python,anchored,python_anchored_024,3,0.25629422986165507,-1.0,-0.25629422986165507
python,anchored,python_anchored_024,4,-0.09729233405332893,1.0,-0.09729233405332893
python,anchored,python_anchored_024,5,0.0,-1.0,-0.0
python,anchored,python_anchored_024,6,0.21384507376993422,1.0,0.21384507376993422
python,anchored,python_anchored_025,1,-1.859740724148569,-1.0,1.859740724148569
python,anchored,python_anchored_025,2,-0.4906352176542903,1.0,-0.4906352176542903
python,anchored,python_anchored_025,3,0.6514270543876908,-1.0,-0.6514270543876908
python,anchored,python_anchored_025,4,0.03210721525323734,1.0,0.03210721525323734
python,anchored,python_anchored_025,5,-0.6815785806772219,-1.0,0.6815785806772219
python,anchored,python_anchored_025,6,0.7068949690590349,1.0,0.7068949690590349
python,anchored,python_anchored_026,1,-0.07298692854867594,-1.0,0.07298692854867594
python,anchored,python_anchored_026,2,-5.011094591678071,1.0,-5.011094591678071
python,anchored,python_anchored_026,3,0.5487799701608649,-1.0,-0.5487799701608649
python,anchored,python_anchored_026,4,0.8711170929363585,1.0,0.8711170929363585
python,anchored,python_anchored_026,5,-0.10991723949738463,-1.0,0.10991723949738463
python,anchored,python_anchored_026,6,0.2775926855704183,1.0,0.2775926855704183
python,anchored,python_anchored_027,1,-1.5204022810223494,-1.0,1.5204022810223494
python,anchored,python_anchored_027,2,-0.5296210994808459,1.0,-0.5296210994808459
python,anchored,python_anchored_027,3,0.6017094668954215,-1.0,-0.6017094668954215
python,anchored,python_anchored_027,4,-0.30095978487884834,1.0,-0.30095978487884834
python,anchored,python_anchored_027,5,0.2968958946390292,-1.0,-0.2968958946390292
python,anchored,python_anchored_027,6,0.041238179713167344,1.0,0.041238179713167344
python,anchored,python_anchored_028,1,-0.44400594437436414,-1.0,0.44400594437436414
python,anchored,python_anchored_028,2,-1.1379256808232945,1.0,-1.1379256808232945
python,anchored,python_anchored_028,3,0.6735896285696228,-1.0,-0.6735896285696228
python,anchored,python_anchored_028,4,0.5354855028954663,1.0,0.5354855028954663
python,anchored,python_anchored_028,5,-0.054195742770120625,-1.0,0.054195742770120625
python,anchored,python_anchored_028,6,0.08567647577451576,1.0,0.08567647577451576
python,anchored,python_anchored_029,1,-3.628922365908113,-1.0,3.628922365908113
python,anchored,python_anchored_029,2,-1.4306272546660699,1.0,-1.4306272546660699
python,anchored,python_anchored_029,3,0.5774387478642599,-1.0,-0.5774387478642599
python,anchored,python_anchored_029,4,-0.16961684484993544,1.0,-0.16961684484993544
python,anchored,python_anchored_029,5,-0.07918252399140824,-1.0,0.07918252399140824
python,anchored,python_anchored_029,6,0.27991994795861697,1.0,0.27991994795861697
python,anchored,python_anchored_030,1,-0.7131073835208867,-1.0,0.7131073835208867
python,anchored,python_anchored_030,2,-0.07635430088164963,1.0,-0.07635430088164963
python,anchored,python_anchored_030,3,-0.4252000969237234,-1.0,0.4252000969237234
python,anchored,python_anchored_030,4,-0.12806344625560873,1.0,-0.12806344625560873
python,anchored,python_anchored_030,5,0.12806344625560873,-1.0,-0.12806344625560873
python,anchored,python_anchored_030,6,0.24969098914897903,1.0,0.24969098914897903
python,anchored,python_anchored_031,1,-0.42086256113858994,-1.0,0.42086256113858994
python,anchored,python_anchored_031,2,-1.1005223960854535,1.0,-1.1005223960854535
python,anchored,python_anchored_031,3,0.8630242111110774,-1.0,-0.8630242111110774
python,anchored,python_anchored_031,4,-0.16727287972446891,1.0,-0.16727287972446891
python,anchored,python_anchored_031,5,0.505018477611052,-1.0,-0.505018477611052
python,anchored,python_anchored_031,6,-0.09436660826761212,1.0,-0.09436660826761212
python,anchored,python_anchored_032,1,-0.5342014915789586,-1.0,0.5342014915789586
python,anchored,python_anchored_032,2,-0.19612862748164417,1.0,-0.19612862748164417
python,anchored,python_anchored_032,3,0.4309822603140594,-1.0,-0.4309822603140594
python,anchored,python_anchored_032,4,-0.12314279113010551,1.0,-0.12314279113010551
python,anchored,python_anchored_032,5,0.25621157329224487,-1.0,-0.25621157329224487
python,anchored,python_anchored_032,6,-0.34301351989993156,1.0,-0.34301351989993156
python,anchored,python_anchored_033,1,-0.9973732413482936,-1.0,0.9973732413482936
python,anchored,python_anchored_033,2,0.4144409024717827,1.0,0.4144409024717827
python,anchored,python_anchored_033,3,0.4688292430214997,-1.0,-0.4688292430214997
python,anchored,python_anchored_033,4,-0.503417376523556,1.0,-0.503417376523556
python,anchored,python_anchored_033,5,0.32364003584779716,-1.0,-0.32364003584779716
python,anchored,python_anchored_033,6,0.21706623030702243,1.0,0.21706623030702243
python,anchored,python_anchored_034,1,2.8355797778219864,-1.0,-2.8355797778219864
python,anchored,python_anchored_034,2,0.8305088682661365,1.0,0.8305088682661365
python,anchored,python_anchored_034,3,0.07212780552393294,-1.0,-0.07212780552393294
python,anchored,python_anchored_034,4,0.04706840602844564,1.0,0.04706840602844564
python,anchored,python_anchored_034,5,0.2780842402250474,-1.0,-0.2780842402250474
python,anchored,python_anchored_034,6,-0.5430258626023321,1.0,-0.5430258626023321
python,anchored,python_anchored_035,1,-2.644113759475629,-1.0,2.644113759475629
python,anchored,python_anchored_035,2,0.002766249755672412,1.0,0.002766249755672412
python,anchored,python_anchored_035,3,0.17629218351972842,-1.0,-0.17629218351972842
python,anchored,python_anchored_035,4,-0.01872416154687606,1.0,-0.01872416154687606
python,anchored,python_anchored_035,5,0.37935706099567446,-1.0,-0.37935706099567446
python,anchored,python_anchored_035,6,-0.16731606939204413,1.0,-0.16731606939204413
python,anchored,python_anchored_036,1,-2.1188343291436036,-1.0,2.1188343291436036
python,anchored,python_anchored_036,2,-2.3040293092058253,1.0,-2.3040293092058253
python,anchored,python_anchored_036,3,0.5877984370065217,-1.0,-0.5877984370065217
python,anchored,python_anchored_036,4,1.1795379920977838,1.0,1.1795379920977838
python,anchored,python_anchored_036,5,-0.16161386478565154,-1.0,0.16161386478565154
python,anchored,python_anchored_036,6,-0.032464658212036035,1.0,-0.032464658212036035
python,anchored,python_anchored_037,1,-2.0615622966724336,-1.0,2.0615622966724336
python,anchored,python_anchored_037,2,0.36478761391161346,1.0,0.36478761391161346
python,anchored,python_anchored_037,3,0.21677215341258244,-1.0,-0.21677215341258244
python,anchored,python_anchored_037,4,-0.12898343772701937,1.0,-0.12898343772701937
python,anchored,python_anchored_037,5,0.21979463290834123,-1.0,-0.21979463290834123
python,anchored,python_anchored_037,6,-0.06366736277067042,1.0,-0.06366736277067042
python,anchored,python_anchored_038,1,-4.095281132001475,-1.0,4.095281132001475
python,anchored,python_anchored_038,2,-0.4887412159284379,1.0,-0.4887412159284379
python,anchored,python_anchored_038,3,0.3576650416230329,-1.0,-0.3576650416230329
python,anchored,python_anchored_038,4,-0.05607415456726539,1.0,-0.05607415456726539
python,anchored,python_anchored_038,5,0.08725926714372534,-1.0,-0.08725926714372534
python,anchored,python_anchored_038,6,-0.14323730369604792,1.0,-0.14323730369604792
python,anchored,python_anchored_039,1,-2.0583765226297013,-1.0,2.0583765226297013
python,anchored,python_anchored_039,2,-1.0899936810180155,1.0,-1.0899936810180155
python,anchored,python_anchored_039,3,1.2764606799137233,-1.0,-1.2764606799137233
python,anchored,python_anchored_039,4,-0.1501040425290392,1.0,-0.1501040425290392
python,anchored,python_anchored_039,5,0.2697912568813092,-1.0,-0.2697912568813092
python,anchored,python_anchored_039,6,-0.25581756892774754,1.0,-0.25581756892774754
python,consistent_basic,python_consistent_basic_000,1,-6.972929665725026,-1.0,6.972929665725026
python,consistent_basic,python_consistent_basic_000,2,0.9964637400650407,-1.0,-0.9964637400650407
python,consistent_basic,python_consistent_basic_000,3,-0.8115485669185045,-1.0,0.8115485669185045
python,consistent_basic,python_consistent_basic_000,4,-0.043658064544971564,-1.0,0.043658064544971564
python,consistent_basic,python_consistent_basic_000,5,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_000,6,0.05284212386710496,-1.0,-0.05284212386710496
python,consistent_basic,python_consistent_basic_001,1,-2.4612215344210258,-1.0,2.4612215344210258
python,consistent_basic,python_consistent_basic_001,2,0.014299299473368166,-1.0,-0.014299299473368166
python,consistent_basic,python_consistent_basic_001,3,0.22814743746163746,-1.0,-0.22814743746163746
python,consistent_basic,python_consistent_basic_001,4,-1.3822862823526405,-1.0,1.3822862823526405
python,consistent_basic,python_consistent_basic_001,5,0.07747143114707811,-1.0,-0.07747143114707811
python,consistent_basic,python_consistent_basic_001,6,-0.04303711180394476,-1.0,0.04303711180394476
python,consistent_basic,python_consistent_basic_002,1,2.6908610440900134,-1.0,-2.6908610440900134
python,consistent_basic,python_consistent_basic_002,2,-0.0013957599368714657,-1.0,0.0013957599368714657
python,consistent_basic,python_consistent_basic_002,3,-0.27714372946353305,-1.0,0.27714372946353305
python,consistent_basic,python_consistent_basic_002,4,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_002,5,0.27714372946353305,-1.0,-0.27714372946353305
python,consistent_basic,python_consistent_basic_002,6,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_003,1,-3.346939690082886,-1.0,3.346939690082886
python,consistent_basic,python_consistent_basic_003,2,-0.1565466083428655,-1.0,0.1565466083428655
python,consistent_basic,python_consistent_basic_003,3,0.12597040819614014,-1.0,-0.12597040819614014
python,consistent_basic,python_consistent_basic_003,4,-0.029954564197831157,-1.0,0.029954564197831157
python,consistent_basic,python_consistent_basic_003,5,-0.09601584399830898,-1.0,0.09601584399830898
python,consistent_basic,python_consistent_basic_003,6,0.02137332363183253,-1.0,-0.02137332363183253
python,consistent_basic,python_consistent_basic_004,1,-2.308782241663258,-1.0,2.308782241663258
python,consistent_basic,python_consistent_basic_004,2,-1.8275515085064096,-1.0,1.8275515085064096
python,consistent_basic,python_consistent_basic_004,3,0.22013181352610278,-1.0,-0.22013181352610278
python,consistent_basic,python_consistent_basic_004,4,-0.22013181352610278,-1.0,0.22013181352610278
python,consistent_basic,python_consistent_basic_004,5,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_004,6,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_005,1,-2.285235061586598,-1.0,2.285235061586598
python,consistent_basic,python_consistent_basic_005,2,0.1348762254107747,-1.0,-0.1348762254107747
python,consistent_basic,python_consistent_basic_005,3,-0.1937111535819951,-1.0,0.1937111535819951
python,consistent_basic,python_consistent_basic_005,4,0.7501588546242739,-1.0,-0.7501588546242739
python,consistent_basic,python_consistent_basic_005,5,-0.5421627628086334,-1.0,0.5421627628086334
python,consistent_basic,python_consistent_basic_005,6,0.0029748622883341014,-1.0,-0.0029748622883341014
python,consistent_basic,python_consistent_basic_006,1,-3.817524416456387,-1.0,3.817524416456387
python,consistent_basic,python_consistent_basic_006,2,-1.9828416879883362,-1.0,1.9828416879883362
python,consistent_basic,python_consistent_basic_006,3,-0.011750241408726048,-1.0,0.011750241408726048
python,consistent_basic,python_consistent_basic_006,4,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_006,5,0.07682623162627955,-1.0,-0.07682623162627955
python,consistent_basic,python_consistent_basic_006,6,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_007,1,-5.086573921409822,-1.0,5.086573921409822
python,consistent_basic,python_consistent_basic_007,2,1.2750713496144654,-1.0,-1.2750713496144654
python,consistent_basic,python_consistent_basic_007,3,0.5417888001596133,-1.0,-0.5417888001596133
python,consistent_basic,python_consistent_basic_007,4,0.28168690736446345,-1.0,-0.28168690736446345
python,consistent_basic,python_consistent_basic_007,5,2.533269831765684,-1.0,-2.533269831765684
python,consistent_basic,python_consistent_basic_007,6,-4.409341901699728,-1.0,4.409341901699728
python,consistent_basic,python_consistent_basic_008,1,-2.3904663190817628,-1.0,2.3904663190817628
python,consistent_basic,python_consistent_basic_008,2,-1.934732750543878,-1.0,1.934732750543878
python,consistent_basic,python_consistent_basic_008,3,0.07683700236351276,-1.0,-0.07683700236351276
python,consistent_basic,python_consistent_basic_008,4,0.0,-1.0,-0.0
python,consistent_basic,python_consistent_basic_008,5,-0.029111899991066004,-1.0,0.029111899991066004
python,consistent_basic,python_consistent_basic_008,6,0.24089117373881175,-1.0,-0.24089117373881175
python,consistent_basic,python_consistent_basic_009,1,-4.550485658475774,-1.0,4.550485658475774
python,consistent_basic,python_consistent_basic_009,2,3.8940943765824896,-1.0,-3.8940943765824896
python,consistent_basic,python_consistent_basic_009,3,-0.8785689451589096,-1.0,0.8785689451589096
python,consistent_basic,python_consistent_basic_009,4,-0.04409125402426284,-1.0,0.04409125402426284
python,consistent_basic,python_consistent_basic_009,5,-0.15728172069898738,-1.0,0.15728172069898738
python,consistent_basic,python_consistent_basic_009,6,0.15728172069898738,-1.0,-0.15728172069898738
python,consistent_basic,python_consistent_basic_010,1,-1.4326133338077482,-1.0,1.4326133338077482
python,consistent_basic,python_consistent_basic_010,2,-1.4965392355841451,-1.0,1.4965392355841451
python,consistent_basic,python_consistent_basic_010,3,-1.4757682142398036,-1.0,1.4757682142398036
python,consistent_basic,python_consistent_basic_010,4,1.4450954271977374,-1.0,-1.4450954271977374
python,consistent_basic,python_consistent_basic_010,5,0.04304143853625453,-1.0,-0.04304143853625453
